Series,Issue,"Full Title","Variant Description",Publisher,"Release Date",Format,"Added Date",Creators
"Flash, Vol. 5",77A,"Death and the Speed Force, Part Two","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Aug 28, 2019",Comic,"Jun 19, 2020","Joshua Williamson | Rafa 'Rafael' Sandoval | Jordi Tarragona"
"Flash, Vol. 5",78A,"Death And the Speed Force, Part Three","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Sep 11, 2019",Comic,"Jun 19, 2020","Joshua Williamson | Rafa 'Rafael' Sandoval | Jordi Tarragona"
"Flash, Vol. 5",79A,"Death and the Speed Force, Part Four","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Sep 25, 2019",Comic,"Jun 19, 2020","Joshua Williamson | Rafa Sandoval | Jordi Tarragona"
"Flash, Vol. 5",80A,"Death and the Speed Force, Death and the Speed Force Part Five","Regular Rafa Sandoval Cover","DC Comics","Oct 09, 2019",Comic,"Jun 19, 2020","Joshua Williamson | Scott Kolins"
"Flash, Vol. 5",81A,"Death and the Speed Force, Conclusion","Regular Rafa Sandoval Cover","DC Comics","Oct 23, 2019",Comic,"Jun 19, 2020","Joshua Williamson | Scott Kolins"
"Flash, Vol. 5",82A,"Year of the Villain - Rogues' Reign, Part One","Regular Guillem March Acetate Cover","DC Comics","Nov 13, 2019",Comic,"Jun 19, 2020","Joshua Williamson | Rafa Sandoval | Jordi Tarragona"
"Flash, Vol. 5",83A,"Year of the Villain: Hostile Takeover - Rogues' Reign, Part 2","Regular Rafa Sandoval Cover","DC Comics","Nov 27, 2019",Comic,"Jun 19, 2020","Joshua Williamson | Rafa 'Rafael' Sandoval | Jordi Tarragona"
"Flash, Vol. 5",84A,"Rogues' Reign, Rogues' Reign Part Three","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Dec 11, 2019",Comic,"Jun 19, 2020","Joshua Williamson | Christian Duce"
"Flash, Vol. 5",85A,"Rogues' Reign, Part 4","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Jan 01, 2020",Comic,"Jun 19, 2020","Joshua Williamson | Christian Duce"
"Flash, Vol. 5",86A,"Rogues' Reign, Conclusion","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Jan 15, 2020",Comic,"Jun 19, 2020","Joshua Williamson | Rafa 'Rafael' Sandoval | Jordi Tarragona"
"Flash, Vol. 5",87A,"Rogues' Reign, Aftermath: Ice and Lightning","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Jan 29, 2020",Comic,"Jun 19, 2020","Joshua Williamson | Christian Duce"
"Flash, Vol. 5",88A,"Flash Age, Paradox","Regular Howard Porter Cover","DC Comics","Feb 12, 2020",Comic,"Jun 19, 2020","Joshua Williamson | Howard Porter"
"Flash, Vol. 5",750A,"The Flash Age, Pt. 1 / Beer Run / Why You? / Flash Of All Worlds / At The Starting Line / Flash Forward: Epilogue","Regular Howard Porter Cover","DC Comics","Mar 04, 2020",Squarebound,"Jun 19, 2020","Scott Lobdell | Geoff Johns | Francis Manapul"
"Flash, Vol. 5",751A,"Flash Age, Part 2","Regular Howard Porter Cover","DC Comics","Mar 11, 2020",Comic,"Jun 19, 2020","Joshua Williamson | Christian Duce"
"Flash, Vol. 5",752A,"Flash Age, Part 3","Regular Howard Porter Cover","DC Comics","Mar 25, 2020",Comic,"Jun 19, 2020","Joshua Williamson | Howard Porter"
"Flash, Vol. 5",753A,"The Flash Age, Search for Reverse-Flash","Regular Howard Porter Cover","DC Comics","May 27, 2020",Comic,"Jun 19, 2020","Joshua Williamson | Howard Porter | Brandon Peterson"
"Flash, Vol. 5",754A,"Flash Age, The Last Temptation of the Flash","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","May 26, 2020",Comic,"Aug 08, 2020","Joshua Williamson | Rafa Sandoval | Jordi Tarragona"
"Flash, Vol. 5",755A,"Flash Age, The Flash Age, Finale","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Jun 09, 2020",Comic,"Aug 08, 2020","Joshua Williamson | Jordi Tarragona | Rafa 'Rafael' Sandoval"
"Flash, Vol. 5",756A,"Reverse-Flash Family","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Jun 23, 2020",Comic,"Aug 08, 2020","Joshua Williamson | Christian Duce"
"Flash, Vol. 5",757A,"Legion of Zoom Part One","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Jul 08, 2020",Comic,"Aug 08, 2020","Joshua Williamson | Rafa 'Rafael' Sandoval | Jordi Tarragona"
"Flash, Vol. 5",758A,"Legion Of Zoom, Legion of Zoom, Part Two",,"DC Comics","Jul 21, 2020",Comic,"Aug 12, 2020","Joshua Williamson | Christian Duce | Scott Kolins"
"Flash, Vol. 5",759A,"Finish Line, Finish Line, Part One","Regular Howard Porter Cover","DC Comics","Aug 11, 2020",Comic,"Dec 04, 2020","Joshua Williamson | Scott Kolins | Rafa 'Rafael' Sandoval"
"Flash, Vol. 5",760A,"Finish Line, Finish Line, Part Two","Regular Rafa Sandoval & Jordi Tarragona Cover","DC Comics","Aug 25, 2020",Comic,"Dec 04, 2020","Joshua Williamson | Christian Duce | Scott Kolins"
"Flash, Vol. 5",761A,"Finish Line, Part 3","Regular Howard Porter Cover","DC Comics","Sep 08, 2020",Comic,"Dec 03, 2020","Joshua Williamson | Howard Porter"
"Flash, Vol. 5",762A,"Finish Line, Finale","Regular Howard Porter Cover","DC Comics","Sep 22, 2020",Comic,"Dec 03, 2020","Joshua Williamson | Howard Porter"
"Flash, Vol. 5",763A,"With This Ring","Regular Bernard Chang Cover","DC Comics","Oct 13, 2020",Comic,"Dec 03, 2020","Kevin Shinick | Clayton Henry"
"Flash, Vol. 5",764A,"With This Ring Part 2","Bernard Chang Regular Cover","DC Comics","Oct 27, 2020",Comic,"Dec 03, 2020","Kevin Shinick | Will Conrad"
"Flash, Vol. 5",765A,"With This Ring, With This Ring, Part 3","Regular Bernard Chang Cover","DC Comics","Nov 10, 2020",Comic,"Dec 03, 2020","Kevin Shinick | Will Conrad | Sami Basri"
"Flash, Vol. 5",766A,"With This Ring, Part 4",,"DC Comics","Nov 24, 2020",Comic,"Dec 09, 2020","Kevin Shinick | Will Conrad"
"Flash, Vol. 5",767A,"Lightning Strikes","Clayton Henry Regular Cover","DC Comics","Dec 08, 2020",Comic,"Dec 22, 2020","Ron Marz | Andy Lanning | Clayton Henry"
"Flash, Vol. 5",768B,"Blink of an Eye, Chapter One","Ian MacDonald Variant","DC Comics","Mar 16, 2021",Comic,"Jun 13, 2021","Jeremy Adams | Brandon Peterson | Marco Santucci"
"Flash, Vol. 5",769A,"Blink of an Eye, Chapter Two","Regular Brandon Peterson Cover","DC Comics","Apr 20, 2021",Comic,"Jun 13, 2021","Jeremy Adams | Brandon Peterson | David LaFuente"
"Flash, Vol. 5",770B,"Blink of an Eye, Chapter Three","Card Stock Variant Cover","DC Comics","May 18, 2021",Comic,"Jun 13, 2021","Jeremy Adams | Kevin Maguire | Brandon Peterson"
"Flash, Vol. 5",771A,,"Regular Brandon Peterson Cover","DC Comics","Jun 15, 2021",Comic,"Jun 18, 2021","Jeremy Adams | Kevin Maguire | Bryan Hitch"
"Flash, Vol. 5",772A,,"Brandon Peterson Cover","DC Comics","Jul 20, 2021",Comic,"Jul 22, 2021","Jeremy Adams | Will Conrad"
"Flash, Vol. 5",773A,"First Day On the Job",,"DC Comics","Aug 17, 2021",Comic,"Aug 20, 2021","Jeremy Adams | Will Conrad"
"Flash, Vol. 5",774B,,"Variant Jorge Corona Card Stock Cover","DC Comics","Sep 21, 2021",Comic,"Sep 24, 2021","Jeremy Adams | Christian Duce"
"Flash, Vol. 5",775A,,"Regular Brandon Peterson Cover","DC Comics","Oct 19, 2021",Comic,"Oct 22, 2021","Jeremy Adams | Fernando Pasarin | Matt Ryan"
"Flash, Vol. 5 Annual",1,"Prelude To Flash War",,"DC Comics","Jan 31, 2018",Comic,"May 10, 2018","Joshua Williamson | Howard Porter | Christian Duce"
"Flash, Vol. 5 Annual",2,"Too Many Speedsters",,"DC Comics","Jan 30, 2019",Comic,"May 04, 2019","Joshua Williamson | Scott Kolins"
"Flash, Vol. 5 Annual",3,"Tall Tale",,"DC Comics","Jun 16, 2020",Comic,"Aug 08, 2020","Joshua Williamson | Brandon Peterson | Carlo Pagulayan"
"Flash: Futures End",1A,"Impact Velocity","3D Cover","DC Comics","Sep 24, 2014",Comic,"Oct 18, 2014","Robert Venditti | Van Jensen | Brett Booth"
"Flash: Rebirth",1A,,"Regular Karl Kerschl Cover","DC Comics","Jun 08, 2016",Comic,"Jun 09, 2016","Joshua Williamson | Carmine Di Giandomenico"
"The Flintstone Kids",1,,,"Marvel Comics","Aug 1987",Comic,"Feb 23, 2014","Mike Gallagher | Ernie Colón | Al Milgrom"
"The Flintstones 3-D",1,,,"Blackthorne Publishing","Apr 1987",Comic,"Feb 23, 2014","John Stephenson | Jorge Pacheco"
"The Fly (Impact Comics)",1,"Forged In Fire",,"DC Comics","Aug 1991",Comic,"Feb 23, 2014","Len Strazewski | Mike Parobeck | Paul Fricke"
"The Fly (Impact Comics)",2,"Danger On Wheels",,"DC Comics","Sep 1991",Comic,"Feb 23, 2014","Len Strazewski | Mike Parobeck | Paul Fricke"
"The Fly (Impact Comics)",3,"Metal Heads",,"DC Comics","Oct 1991",Comic,"Feb 23, 2014","Len Strazewski | Mike Parobeck | Paul Fricke"
"The Fly (Impact Comics)",4,"Drawn Into The Web!",,"DC Comics","Nov 1991",Comic,"Feb 23, 2014","Len Strazewski | Mike Parobeck | Paul Fricke"
"The Fly (Impact Comics)",5,"The Spider And The Fly",,"DC Comics","Dec 1991",Comic,"Feb 23, 2014","Len Strazewski | Mike Parobeck | Paul Fricke"
Foofur,1,,,"Marvel Comics","Aug 1987",Comic,"Feb 23, 2014",
"Foolkiller, Vol. 1",2,"The Calling",,"Marvel Comics","Sep 05, 1990",Comic,"Feb 23, 2014","Steve Gerber | J.J. Birch"
"Forever Evil",1A,"Forever Evil - Nightfall","David Finch Regular Cover","DC Comics","Sep 04, 2013",Comic,"Feb 23, 2014","Geoff Johns | David Finch | Richard Friend"
"Forever Evil",2A,"Forever Evil - Rats","David Finch Regular Cover","DC Comics","Oct 02, 2013",Comic,"Feb 23, 2014","Geoff Johns | David Finch | Richard Friend"
"Forever Evil",3A,"Forever Evil - Prisoners","David Finch Regular Cover","DC Comics","Nov 06, 2013",Comic,"Feb 23, 2014","Geoff Johns | David Finch | Richard Friend"
"Forever Evil",4A,"Forever Evil - Hide And Seek","David Finch Regular Cover","DC Comics","Dec 24, 2013",Comic,"Feb 23, 2014","Geoff Johns | David Finch | Richard Friend"
"Forever Evil",5A,"Forever Evil - Hit And Run",,"DC Comics","Feb 05, 2014",Comic,"Feb 23, 2014","Geoff Johns | David Finch | Richard Friend"
"Forever Evil",6A,"Forever Evil ",,"DC Comics","Mar 05, 2014",Comic,"Mar 06, 2014","Geoff Johns | David Finch | Richard Friend"
"Forever Evil",7A,"Forever Evil - Crisis of Self",,"DC Comics","May 21, 2014",Comic,"May 25, 2014","Geoff Johns | David Finch | Richard Friend"
"Forever Evil: A.R.G.U.S.",1A,"Forever Evil - Issues Of Trust",,"DC Comics","Oct 23, 2013",Comic,"Feb 23, 2014","Sterling Gates | Javier Pina | Philip Tan"
"Forever Evil: A.R.G.U.S.",2A,"Forever Evil ",,"DC Comics","Nov 27, 2013",Comic,"Feb 23, 2014","Sterling Gates | Neil Edwards | Jay Leisten"
"Forever Evil: A.R.G.U.S.",3A,"Forever Evil - Deals With Devils",,"DC Comics","Jan 01, 2014",Comic,"Feb 23, 2014","Sterling Gates | Neil Edwards | Jay Leisten"
"Forever Evil: A.R.G.U.S.",4A,"Forever Evil - Tipping Point",,"DC Comics","Jan 29, 2014",Comic,"Mar 22, 2014","Sterling Gates | Neil Edwards | Jay Leisten"
"Forever Evil: A.R.G.U.S.",5A,"Forever Evil ","Jeremy Roberts Regular Cover","DC Comics","Feb 26, 2014",Comic,"Mar 06, 2014","Sterling Gates | Neil Edwards | Jay Leisten"
"Forever Evil: Arkham War",1A,"Forever Evil - Arkham War, Batman Death March",,"DC Comics","Oct 09, 2013",Comic,"Feb 23, 2014","Peter J. Tomasi | Scot Eaton | Norm Rapmund"
"Forever Evil: Arkham War",2A,"Forever Evil - Arkham War, The Bane Mutiny",,"DC Comics","Nov 13, 2013",Comic,"Feb 23, 2014","Peter J. Tomasi | Scot Eaton | Jaime Mendoza"
"Forever Evil: Arkham War",3A,"Forever Evil - Arkham War, Das Bat!",,"DC Comics","Dec 11, 2013",Comic,"Feb 23, 2014","Peter J. Tomasi | Scot Eaton | Jaime Mendoza"
"Forever Evil: Arkham War",4A,"Forever Evil - Arkham War, Empire Of The Bat",,"DC Comics","Jan 08, 2014",Comic,"Feb 23, 2014","Peter J. Tomasi | Scot Eaton | Jaime Mendoza"
"Forever Evil: Arkham War",5A,"Forever Evil - Arkham War, Evolution",,"DC Comics","Feb 05, 2014",Comic,"Mar 29, 2014","Peter J. Tomasi | Scot Eaton | Jaime Mendoza"
"Forever Evil: Rogues Rebellion",1A,"Forever Evil - Homecoming",,"DC Comics","Oct 16, 2013",Comic,"Feb 23, 2014","Brian Buccellato | Patrick Zircher | Scott Hepburn"
"Forever Evil: Rogues Rebellion",2A,"Forever Evil - Rogues Rebellion, Shattered",,"DC Comics","Nov 20, 2013",Comic,"Feb 23, 2014","Brian Buccellato | Scott Hepburn"
"Forever Evil: Rogues Rebellion",3A,"Forever Evil - Dark Night",,"DC Comics","Dec 18, 2013",Comic,"Feb 23, 2014","Brian Buccellato | Scott Hepburn | Andre Coelho"
"Forever Evil: Rogues Rebellion",4A,"Forever Evil - Escape From Gotham",,"DC Comics","Jan 15, 2014",Comic,"Mar 06, 2014","Brian Buccellato | Scott Hepburn | Andre Coelho"
"Forever Evil: Rogues Rebellion",5A,"Forever Evil - Fastest Psychopath Alive",,"DC Comics","Feb 12, 2014",Comic,"Mar 22, 2014","Brian Buccellato | Scott Hepburn"
"Frankenstein: Agent of S.H.A.D.E.",0,"Meeting His Maker",,"DC Comics","Sep 12, 2012",Comic,"Feb 23, 2014","Matt Kindt | Alberto Ponticelli | Wayne Faucher"
"Frankenstein: Agent of S.H.A.D.E.",1A,"War of the Monsters, Part 1: Monster Town, Usa",,"DC Comics","Sep 14, 2011",Comic,"Feb 23, 2014","Jeff Lemire | Alberto Ponticelli"
"Frankenstein: Agent of S.H.A.D.E.",4,"War of the Monsters, Conclusion: Storming The Gates Of Hell!",,"DC Comics","Dec 14, 2011",Comic,"Feb 23, 2014","Jeff Lemire | Alberto Ponticelli"
"Frankenstein: Agent of S.H.A.D.E.",5,"Frankenstein Vs. Omac",,"DC Comics","Jan 11, 2012",Comic,"Feb 23, 2014","Dan DiDio | Jeff Lemire | Alberto Ponticelli"
"Frankenstein: Agent of S.H.A.D.E.",6,"The Siege of S.H.A.D.E. City, Part One",,"DC Comics","Feb 08, 2012",Comic,"Feb 23, 2014","Jeff Lemire | Alberto Ponticelli"
"Frankenstein: Agent of S.H.A.D.E.",7,"The Siege of S.H.A.D.E. City, Part Two",,"DC Comics","Mar 14, 2012",Comic,"Feb 23, 2014","Jeff Lemire | Alberto Ponticelli | Walden Wong"
"Frankenstein: Agent of S.H.A.D.E.",8,"The Spawn Of Frankenstein",,"DC Comics","Apr 11, 2012",Comic,"Feb 23, 2014","Jeff Lemire | Alberto Ponticelli | Walden Wong"
"Frankenstein: Agent of S.H.A.D.E.",9,"Animal Tracks",,"DC Comics","May 09, 2012",Comic,"Feb 23, 2014","Jeff Lemire | Alberto Ponticelli | Wayne Faucher"
"Frankenstein: Agent of S.H.A.D.E.",10,"Son of Satan's Ring, Part 1: Beat The Poet",,"DC Comics","Jun 13, 2012",Comic,"Feb 23, 2014","Matt Kindt | Alberto Ponticelli | Wayne Faucher"
"Frankenstein: Agent of S.H.A.D.E.",11,"Son of Satan's Ring, Part 2: Leviathan",,"DC Comics","Jul 11, 2012",Comic,"Feb 23, 2014","Matt Kindt | Alberto Ponticelli | Wayne Faucher"
"Frankenstein: Agent of S.H.A.D.E.",12,"Son of Satan's Ring, Part 3: To The Grave",,"DC Comics","Aug 08, 2012",Comic,"Feb 23, 2014","Matt Kindt | Alberto Ponticelli | Wayne Faucher"
"Frankenstein: Agent of S.H.A.D.E.",13,"Rotworld - Secrets of The Dead, Victor's Spoils",,"DC Comics","Oct 10, 2012",Comic,"Feb 23, 2014","Matt Kindt | Alberto Ponticelli | Wayne Faucher"
"Frankenstein: Agent of S.H.A.D.E.",14,"Rotworld - Secrets of The Dead, Who's That Trip-Trapping Over My Bridge?",,"DC Comics","Nov 14, 2012",Comic,"Feb 23, 2014","Matt Kindt | Alberto Ponticelli | Wayne Faucher"
"Frankenstein: Agent of S.H.A.D.E.",15,"Rotworld - Secrets of The Dead, King Frankenstein",,"DC Comics","Dec 12, 2012",Comic,"Feb 23, 2014","Matt Kindt | Alberto Ponticelli | Wayne Faucher"
"Frankenstein: Agent of S.H.A.D.E.",16,"The Monster Bomb",,"DC Comics","Jan 16, 2013",Comic,"Feb 23, 2014","Matt Kindt | Alberto Ponticelli | Wayne Faucher"
Fray,1,"Big City Girl","First Printing","Dark Horse Comics","Jun 2001",Comic,"Feb 23, 2014","Joss Whedon | Karl Moline | Andy Owens"
Fray,2,"The Calling","First Printing","Dark Horse Comics","Jul 2001",Comic,"Feb 23, 2014","Joss Whedon | Karl Moline | Andy Owens"
Fray,3,"Ready, Steady...","First Printing","Dark Horse Comics","Aug 2001",Comic,"Feb 23, 2014","Joss Whedon | Karl Moline | Andy Owens"
Fray,4,"Out Of The Past","First Printing","Dark Horse Comics","Oct 2001",Comic,"Feb 23, 2014","Joss Whedon | Karl Moline | Andy Owens"
Fray,5,"The Worst Of It","First Printing","Dark Horse Comics","Nov 2001",Comic,"Feb 23, 2014","Joss Whedon | Karl Moline | Andy Owens"
Fray,6,Alarums,"First Printing","Dark Horse Comics","Mar 2002",Comic,"Feb 23, 2014","Joss Whedon | Karl Moline | Andy Owens"
Fray,7,"The Gateway",,"Dark Horse Comics","Apr 2003",Comic,"Feb 23, 2014","Joss Whedon | Karl Moline | Andy Owens"
Fray,8,"All Hell",,"Dark Horse Comics","Jul 2003",Comic,"Feb 23, 2014","Joss Whedon | Karl Moline | Andy Owens"
"Freak Force",1,,,"Image Comics","Dec 1993",Comic,"Feb 23, 2014","Keith Giffen | Erik Larsen | Victor Bridges"
"Freak Force",4,,,"Image Comics","Mar 1994",Comic,"Feb 23, 2014","Erik Larsen | Victor Bridges | Mike S. Miller"
"Free Comic Book Day 2012 (Buffy / The Guild)",,"In Space No One Can Hear You Slay","Free Comic Book Day 2012 Edition","Dark Horse Comics","May 05, 2012",Comic,"Feb 23, 2014","Andrew Chambliss | Felicia Day | Jonathan Case"
"Free Comic Book Day 2012 (Superman Family Flip Book)",,,"Free Comic Book Day 2012 Edition","DC Comics","May 05, 2012",Comic,"Feb 23, 2014","Greg Weisman | Kevin Hopps | Art Baltazar"
"Free Comic Book Day 2012 (The Avengers)",12.1,"Age Of Ultron","FCBD 2012 Variant Edition","Marvel Comics","May 05, 2012",Comic,"Feb 23, 2014","Brian Michael Bendis | Bryan Hitch | Paul Neary"
"Free Comic Book Day 2012 (The New 52!)",1,,"Regular Edition","DC Comics","May 05, 2012",Comic,"Feb 23, 2014","Geoff Johns | Gene Ha | Kenneth Rocafort"
"Free Comic Book Day 2014 (The New 52: Future's End)",0,"Futures End","Free Comic Book Day 2014 Edition","DC Comics","May 03, 2014",Comic,"May 14, 2014","Brian Azzarello | Keith Giffen | Dan Jurgens"
"Free Comic Book Day 2015 (Avengers)",1,,"Regular Merchant Issue","Marvel Comics","May 02, 2015",Comic,"May 30, 2016","Mark Waid | Charles Soule | Brandon Peterson"
"Free Comic Book Day 2015 (Divergence)",1A,"Batman / Superman / Justice League","Free Comic Book Day 2015 Edition","DC Comics","May 02, 2015",Comic,"Aug 08, 2015","Geoff Johns | Scott Snyder | Gene Luen Yang"
"Free Comic Book Day 2015 (Secret Wars)",0A,"Secret Wars - Secret Wars / Attack On Avengers","Free Comic Book Day 2015","Marvel Comics","May 02, 2015",Comic,"Aug 08, 2015","Jonathan Hickman | Gerardo Sandoval | Paul Renaud"
"Free Comic Book Day 2015 (Teenage Mutant Ninja Turtles)",,,"Free Comic Book Day 2015 Edition","IDW Publishing","May 02, 2015",Comic,"May 30, 2016","Kevin Eastman | Tom Waltz | Bobby Curnow"
"Free Comic Book Day 2016 (Avengers)",1A,,"Free Comic Book Day 2016 Edition","Marvel Comics","May 07, 2016",Comic,"May 19, 2016","Mark Waid | Brian Michael Bendis | Alan Davis"
"Free Comic Book Day 2017 (All-New Guardians of the Galaxy)",1,"Smash & Grab / Diamonds Are Forever","Free Comic Book Day 2017 Edition","Marvel Comics","May 06, 2017",Comic,"Jan 05, 2018","Gerry Duggan | Brian Michael Bendis | Aaron Kuder"
"Free Comic Book Day 2017 (Buffy: The High School Years / Plants vs. Zombies)",,"No Need To Fear, The Slayer's Here / Unrest In The Old West","Free Comic Book Day 2017 Edition","Dark Horse Comics","May 06, 2017",Comic,"Jan 12, 2021","Yishan Li | Rachel Downing"
"Free Comic Book Day 2017 (I Hate Image)",1,,"Free Comic Book Day 2017 Edition","Image Comics","May 06, 2017",Comic,"Jan 20, 2021","Skottie Young"
"Free Comic Book Day 2017 (Monster High)",0,,"Free Comic Book Day 2017 Edition","Titan Books","Apr 12, 2017",Comic,"Jun 18, 2018","Abby Denson | Arianna Florean | Egle Bartolini"
"Free Comic Book Day 2017 (Secret Empire)",1A,,"Free Comic Book Day 2017 Edition","Marvel Comics","May 06, 2017",Comic,"Aug 06, 2017","Chip Zdarsky | Nick Spencer | Paulo Siqueira"
"Free Comic Book Day 2017 (Star Trek: The Next Generation: Mirror Broken)",0,"Star Trek: The Next Generation: Mirror Broken","Free Comic Book Day 2017 Edition","IDW Publishing","May 06, 2017",Comic,"Jan 20, 2021","Scott Tipton | David Tipton | J.K. Woodward"
"Free Comic Book Day 2018 (2000 A.D. Regened)",,"Cadet Dredd: Crowd Control; Strontium Dog; Trial Run!; Chet Jetstream: Hell Island; Tharg's Future Shocks: Humancraft; Dr & Quinch: Hijack Free Comic Book Day",,Rebellion,"May 05, 2018",Comic,"Jun 18, 2018","Neil Googe | Ben Willsher | Tanya Roberts"
"Free Comic Book Day 2018 (Avengers / Captain America)",1A,,,"Marvel Comics","May 05, 2018",Comic,"Jun 18, 2018","Jason Aaron | Ta-Nehisi Coates | Leinil Francis Yu"
"Free Comic Book Day 2018 (DC Super Hero Girls)",,,,"DC Comics","May 05, 2018",Comic,"Jun 18, 2018","Shea Fontana | Yancey Labat"
"Free Comic Book Day 2018 (Doctor Who)",1A,"Catch a Falling Star / The Armageddon Gambit / Midnight Feast / And Introducing...",,"Titan Books","May 05, 2018",Comic,"Jun 18, 2018","Nick Abadzis | John Freeman | George Mann"
"Free Comic Book Day 2018 (James Bond: Vargar)",,,,"Dynamite Entertainment","Apr 11, 2018",Comic,"Jun 18, 2018","Warren Ellis | Jason Masters"
"Free Comic Book Day 2018 (Legend Of Korra / Nintendo Arms)",,,,"Dark Horse Comics","Apr 11, 2018",Comic,"Jun 18, 2018","Ian Flynn | Michael Dante Dimartino | Joe Ng"
"Free Comic Book Day 2018 (Overwatch / Black Hammer)",,,,"Dark Horse Comics","May 05, 2018",Comic,"Jun 18, 2018","Dean Ormston | Wilfredo Torres | Kate Niemczyk"
"Free Comic Book Day 2018 (Pokémon Sun & Moon / Horizon)",,,,"Viz Comics","Apr 11, 2018",Comic,"Jun 18, 2018","Hidenori Kusaka | Tenya Yabuno | Satoshi Yamamoto"
"Free Comic Book Day 2018 (Star Wars Adventures)",,,,"IDW Publishing","May 05, 2018",Comic,"Jun 18, 2018","Cavan Scott | Derek Charm"
"Free Comic Book Day 2018 (The Nightmare Before Christmas: Zero's Journey)",0,,,Tokyopop,"May 05, 2018",Comic,"Jun 18, 2018","D. J. Milky | Kei Ishiyama | David Hutchison"
